edge,cause,effect,path,intermediaries,path_length,FCI_fisherz_knn_indicator_v2,FCI_fisherz_simple_indicator_v2,FCI_fisherz_simple_v2,FCI_mv_fisherz_raw_v2,PC_fisherz_knn_indicator_v2,PC_fisherz_simple_indicator_v2,PC_fisherz_simple_v2,PC_mv_fisherz_raw_v2,agreement_score
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max --> hospital_expire_flag,bilirubin_max,2,0,0,0,0,0,0,0,1,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> FiO2_max --> spO2_min --> heart_rate_max,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> FiO2_max --> spO2_min --> hospital_expire_flag,bilirubin_max_missing --> FiO2_max --> spO2_min,4,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> FiO2_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> FiO2_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> heart_rate_max,7,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> FiO2_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> hospital_expire_flag,bilirubin_max_missing --> FiO2_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> FiO2_max_missing --> blood_pressure_min_missing --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> FiO2_max_missing --> blood_pressure_min_missing --> heart_rate_max,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> FiO2_max_missing --> blood_pressure_min_missing --> mechvent_post24h --> hospital_expire_flag,bilirubin_max_missing --> FiO2_max_missing --> blood_pressure_min_missing --> mechvent_post24h,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> FiO2_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> FiO2_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> FiO2_max_missing --> blood_pressure_min_missing --> spO2_min --> hospital_expire_flag,bilirubin_max_missing --> FiO2_max_missing --> blood_pressure_min_missing --> spO2_min,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> FiO2_max_missing --> mechvent_post24h --> hospital_expire_flag,bilirubin_max_missing --> FiO2_max_missing --> mechvent_post24h,4,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> aki_post24h_stage --> mechvent_post24h --> hospital_expire_flag,bilirubin_max_missing --> aki_post24h_stage --> mechvent_post24h,4,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> heart_rate_max,3,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> hospital_expire_flag,bilirubin_max_missing,2,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max --> aki_post24h_stage --> mechvent_post24h --> hospital_expire_flag,bilirubin_max_missing --> inr_max --> aki_post24h_stage --> mechvent_post24h,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max --> blood_pressure_min --> hospital_expire_flag,bilirubin_max_missing --> inr_max --> blood_pressure_min,4,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max --> blood_pressure_min --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> inr_max --> blood_pressure_min --> spO2_min --> heart_rate_max,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max --> blood_pressure_min --> spO2_min --> hospital_expire_flag,bilirubin_max_missing --> inr_max --> blood_pressure_min --> spO2_min,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max,8,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> hospital_expire_flag,bilirubin_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min,7,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> heart_rate_max,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> hospital_expire_flag,bilirubin_max_missing --> inr_max --> blood_pressure_min --> vaso_given,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max --> hospital_expire_flag,bilirubin_max_missing --> inr_max,3,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> inr_max --> spO2_min --> heart_rate_max,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max --> spO2_min --> hospital_expire_flag,bilirubin_max_missing --> inr_max --> spO2_min,4,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max_missing --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> inr_max_missing --> FiO2_max --> spO2_min --> heart_rate_max,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max_missing --> FiO2_max --> spO2_min --> hospital_expire_flag,bilirubin_max_missing --> inr_max_missing --> FiO2_max --> spO2_min,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> heart_rate_max,7,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> hospital_expire_flag,bilirubin_max_missing --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max_missing --> blood_pressure_min_missing --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> inr_max_missing --> blood_pressure_min_missing --> heart_rate_max,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max_missing --> blood_pressure_min_missing --> mechvent_post24h --> hospital_expire_flag,bilirubin_max_missing --> inr_max_missing --> blood_pressure_min_missing --> mechvent_post24h,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> inr_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> inr_max_missing --> blood_pressure_min_missing --> spO2_min --> hospital_expire_flag,bilirubin_max_missing --> inr_max_missing --> blood_pressure_min_missing --> spO2_min,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> FiO2_max --> spO2_min --> heart_rate_max,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> FiO2_max --> spO2_min --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> FiO2_max --> spO2_min,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> heart_rate_max,7,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> heart_rate_max,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> mechvent_post24h --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> mechvent_post24h,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> inr_max --> aki_post24h_stage --> mechvent_post24h --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> inr_max --> aki_post24h_stage --> mechvent_post24h,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> inr_max --> blood_pressure_min --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> inr_max --> blood_pressure_min,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> inr_max --> blood_pressure_min --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> inr_max --> blood_pressure_min --> spO2_min --> heart_rate_max,7,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> inr_max --> blood_pressure_min --> spO2_min --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> inr_max --> blood_pressure_min --> spO2_min,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max,9,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min,8,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> heart_rate_max,7,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> inr_max --> blood_pressure_min --> vaso_given,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> inr_max --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> inr_max,4,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> inr_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> inr_max --> spO2_min --> heart_rate_max,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> inr_max --> spO2_min --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> inr_max --> spO2_min,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max,7,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> vaso_given --> FiO2_max --> spO2_min --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> vaso_given --> FiO2_max --> spO2_min,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> vaso_given --> heart_rate_max --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> vaso_given --> heart_rate_max,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> vaso_given --> hospital_expire_flag,bilirubin_max_missing --> lactate_max_missing --> vaso_given,4,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> bilirubin_max_missing --> mechvent_post24h --> hospital_expire_flag,bilirubin_max_missing --> mechvent_post24h,3,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> heart_rate_max --> hospital_expire_flag,heart_rate_max,2,0,0,0,0,1,0,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> inr_max --> bilirubin_max --> hospital_expire_flag,inr_max --> bilirubin_max,3,0,0,0,0,0,0,0,1,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> inr_max --> spO2_min --> hospital_expire_flag,inr_max --> spO2_min,3,0,0,0,0,0,0,0,1,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> inr_max --> spO2_min --> vaso_given --> hospital_expire_flag,inr_max --> spO2_min --> vaso_given,4,0,0,0,0,0,0,0,1,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,lactate_max_missing --> FiO2_max --> spO2_min --> heart_rate_max,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> FiO2_max --> spO2_min --> hospital_expire_flag,lactate_max_missing --> FiO2_max --> spO2_min,4,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,lactate_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> heart_rate_max,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> hospital_expire_flag,lactate_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> blood_pressure_min_missing --> heart_rate_max --> hospital_expire_flag,lactate_max_missing --> blood_pressure_min_missing --> heart_rate_max,4,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> blood_pressure_min_missing --> mechvent_post24h --> hospital_expire_flag,lactate_max_missing --> blood_pressure_min_missing --> mechvent_post24h,4,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max --> hospital_expire_flag,lactate_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min --> hospital_expire_flag,lactate_max_missing --> blood_pressure_min_missing --> spO2_min,4,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> inr_max --> aki_post24h_stage --> mechvent_post24h --> hospital_expire_flag,lactate_max_missing --> inr_max --> aki_post24h_stage --> mechvent_post24h,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> inr_max --> blood_pressure_min --> hospital_expire_flag,lactate_max_missing --> inr_max --> blood_pressure_min,4,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> inr_max --> blood_pressure_min --> spO2_min --> heart_rate_max --> hospital_expire_flag,lactate_max_missing --> inr_max --> blood_pressure_min --> spO2_min --> heart_rate_max,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> inr_max --> blood_pressure_min --> spO2_min --> hospital_expire_flag,lactate_max_missing --> inr_max --> blood_pressure_min --> spO2_min,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,lactate_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max,8,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> hospital_expire_flag,lactate_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min,7,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> heart_rate_max --> hospital_expire_flag,lactate_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> heart_rate_max,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> inr_max --> blood_pressure_min --> vaso_given --> hospital_expire_flag,lactate_max_missing --> inr_max --> blood_pressure_min --> vaso_given,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> inr_max --> hospital_expire_flag,lactate_max_missing --> inr_max,3,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> inr_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,lactate_max_missing --> inr_max --> spO2_min --> heart_rate_max,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> inr_max --> spO2_min --> hospital_expire_flag,lactate_max_missing --> inr_max --> spO2_min,4,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,lactate_max_missing --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max,6,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> vaso_given --> FiO2_max --> spO2_min --> hospital_expire_flag,lactate_max_missing --> vaso_given --> FiO2_max --> spO2_min,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> lactate_max_missing --> vaso_given --> heart_rate_max --> hospital_expire_flag,lactate_max_missing --> vaso_given --> heart_rate_max,4,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,spO2_min --> heart_rate_max,3,0,0,0,0,1,0,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> spO2_min --> hospital_expire_flag,spO2_min,2,0,0,0,0,1,0,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,vaso_given --> FiO2_max --> spO2_min --> heart_rate_max,5,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> vaso_given --> FiO2_max --> spO2_min --> hospital_expire_flag,vaso_given --> FiO2_max --> spO2_min,4,0,0,0,0,0,1,0,0,1
lactate_max --> hospital_expire_flag,lactate_max,hospital_expire_flag,lactate_max --> vaso_given --> heart_rate_max --> hospital_expire_flag,vaso_given --> heart_rate_max,3,0,0,0,0,0,1,0,0,1
lactate_max --> inr_max,lactate_max,inr_max,lactate_max --> bilirubin_max_missing --> inr_max,bilirubin_max_missing,2,0,0,0,0,0,1,0,0,1
lactate_max --> inr_max,lactate_max,inr_max,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> inr_max,bilirubin_max_missing --> lactate_max_missing,3,0,0,0,0,0,1,0,0,1
lactate_max --> inr_max,lactate_max,inr_max,lactate_max --> lactate_max_missing --> inr_max,lactate_max_missing,2,0,0,0,0,0,1,0,0,1
lactate_max --> inr_max_missing,lactate_max,inr_max_missing,lactate_max --> bilirubin_max_missing --> inr_max_missing,bilirubin_max_missing,2,0,0,0,0,0,1,0,0,1
lactate_max --> lactate_max_missing,lactate_max,lactate_max_missing,lactate_max --> bilirubin_max_missing --> lactate_max_missing,bilirubin_max_missing,2,0,0,0,0,0,1,0,0,1
lactate_max --> mechvent_post24h,lactate_max,mechvent_post24h,lactate_max --> bilirubin_max_missing --> FiO2_max_missing --> blood_pressure_min_missing --> mechvent_post24h,bilirubin_max_missing --> FiO2_max_missing --> blood_pressure_min_missing,4,0,0,0,0,0,1,0,0,1
lactate_max --> mechvent_post24h,lactate_max,mechvent_post24h,lactate_max --> bilirubin_max_missing --> FiO2_max_missing --> mechvent_post24h,bilirubin_max_missing --> FiO2_max_missing,3,0,0,0,0,0,1,0,0,1
lactate_max --> mechvent_post24h,lactate_max,mechvent_post24h,lactate_max --> bilirubin_max_missing --> aki_post24h_stage --> mechvent_post24h,bilirubin_max_missing --> aki_post24h_stage,3,0,0,0,0,0,1,0,0,1
lactate_max --> mechvent_post24h,lactate_max,mechvent_post24h,lactate_max --> bilirubin_max_missing --> inr_max --> aki_post24h_stage --> mechvent_post24h,bilirubin_max_missing --> inr_max --> aki_post24h_stage,4,0,0,0,0,0,1,0,0,1
lactate_max --> mechvent_post24h,lactate_max,mechvent_post24h,lactate_max --> bilirubin_max_missing --> inr_max_missing --> blood_pressure_min_missing --> mechvent_post24h,bilirubin_max_missing --> inr_max_missing --> blood_pressure_min_missing,4,0,0,0,0,0,1,0,0,1
lactate_max --> mechvent_post24h,lactate_max,mechvent_post24h,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> mechvent_post24h,bilirubin_max_missing --> lactate_max_missing --> blood_pressure_min_missing,4,0,0,0,0,0,1,0,0,1
lactate_max --> mechvent_post24h,lactate_max,mechvent_post24h,lactate_max --> bilirubin_max_missing --> lactate_max_missing --> inr_max --> aki_post24h_stage --> mechvent_post24h,bilirubin_max_missing --> lactate_max_missing --> inr_max --> aki_post24h_stage,5,0,0,0,0,0,1,0,0,1
